identifier,asset_type,instruction,eligible_for_bounty,eligible_for_submission,availability_requirement,confidentiality_requirement,integrity_requirement,max_severity,system_tags,created_at,updated_at
cz.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:40 UTC,2025-09-04 06:25:40 UTC
pk.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:29 UTC,2025-09-08 07:18:29 UTC
ftp.baldor.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:09 UTC,2025-09-04 06:26:09 UTC
nauticalmaps.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:56 UTC,2025-09-08 07:17:56 UTC
casestudies.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
request.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-18 07:13:05 UTC,2025-08-18 07:13:05 UTC
auth.library.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:01 UTC,2025-08-04 14:58:01 UTC
chinaservice.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:14 UTC,2025-03-31 17:15:14 UTC
eip.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:16 UTC,2025-03-31 17:15:16 UTC
lw-labmanagement.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:38 UTC,2025-09-08 07:17:38 UTC
ch.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
buzz.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
oversea.qe231.genix.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:28 UTC,2025-09-08 07:18:28 UTC
datalyzer.measurement.service.genix.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:40 UTC,2025-09-04 06:25:40 UTC
ocppauth.evcharging.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:24 UTC,2025-08-04 14:56:24 UTC
bg.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
energymanagement-calculator.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
onecare.motion.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:58 UTC,2025-09-08 07:17:58 UTC
ingestion.electrification.iot.ability.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
cobots.robotics.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:38 UTC,2025-09-04 06:25:38 UTC
cndmx-tsol.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:15 UTC,2025-03-31 17:15:15 UTC
genixamt.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:11:58 UTC,2025-09-08 07:11:58 UTC
http://discoverreceiver.baldor.abb.com,URL,,false,true,,,,critical,,2025-09-18 08:47:38 UTC,2025-09-18 08:47:38 UTC
sensorfact.it,URL,,false,true,,,,critical,,2026-07-01 10:27:05 UTC,2026-07-01 10:27:05 UTC
admp.lowvoltage-tools.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
emea02.solstice.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
enclosures.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
engineering.itct.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
e.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:41 UTC,2025-09-04 06:25:41 UTC
http://www.baldorvip.com/,URL,,false,true,,,,critical,,2025-09-18 06:59:25 UTC,2025-09-18 06:59:25 UTC
clouddrives.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:14 UTC,2025-03-31 17:15:14 UTC
efatura.abb.com.tr,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-07-14 07:25:14 UTC,2025-07-14 07:25:14 UTC
industrial-automation-service.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
eu.securedesktop.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
ordertracker.drives.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:58 UTC,2025-09-08 07:17:58 UTC
shorturl.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:31 UTC,2025-09-08 07:18:31 UTC
analyzer.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:08:13 UTC,2025-03-26 09:08:13 UTC
automatisierung-mittelstand.de.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:01 UTC,2025-08-04 14:58:01 UTC
my.privacy.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:55 UTC,2025-09-08 07:17:55 UTC
docweb.econfigure.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:41 UTC,2025-09-04 06:25:41 UTC
applications.it.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:12 UTC,2025-03-31 17:15:12 UTC
motion.access.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:54 UTC,2025-09-08 07:17:54 UTC
backoffice.sitemanager.ability.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:14 UTC,2025-03-31 17:15:14 UTC
portal-cr02.abilityplatform01.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:29 UTC,2025-08-04 14:56:29 UTC
cadmodelling.motion.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
meeting-room.in.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:39 UTC,2025-09-08 07:17:39 UTC
electrification-commercialbuildingplanner.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
breakersupport.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
jobs.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:36 UTC,2025-09-08 07:17:36 UTC
configuratorsso.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
sensorfact.at,URL,,false,true,,,,critical,,2026-07-01 10:20:16 UTC,2026-07-01 10:20:16 UTC
origin-xoaxd01f4a-cnppsm.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:25 UTC,2025-08-04 14:56:25 UTC
de-s-0117249.de.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:40 UTC,2025-09-04 06:25:40 UTC
channelpartner.drives.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:14 UTC,2025-03-31 17:15:14 UTC
operation.sitemanager.ability.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:25 UTC,2025-08-04 14:56:25 UTC
cboltst.cn.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
onlinetst.cn.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:58 UTC,2025-09-08 07:17:58 UTC
ecodesign.drivesmotors.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:41 UTC,2025-09-04 06:25:41 UTC
newpdc.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:56 UTC,2025-09-08 07:17:56 UTC
*.abb.com.tr,WILDCARD,"",false,true,,,,critical,,2022-07-19 15:27:10 UTC,2023-05-15 16:39:01 UTC
mybattlecards.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:55 UTC,2025-09-08 07:17:55 UTC
remoteservices.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:31 UTC,2025-09-08 07:18:31 UTC
it.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:36 UTC,2025-09-08 07:17:36 UTC
products.mo.cloudintegration.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:30 UTC,2025-09-08 07:18:30 UTC
*.abb.de,WILDCARD,,false,true,,,,critical,,2023-11-29 07:35:21 UTC,2025-07-14 07:25:19 UTC
auth.service.evcharging.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:14 UTC,2025-03-31 17:15:14 UTC
ordermanagement.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:58 UTC,2025-09-08 07:17:58 UTC
global.electrification-commercialbuildingplanner.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:11:58 UTC,2025-09-08 07:11:58 UTC
doc.is.motion.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:15 UTC,2025-03-31 17:15:15 UTC
apccloud.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:08:13 UTC,2025-03-26 09:08:13 UTC
de.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:40 UTC,2025-09-04 06:25:40 UTC
antriebstechnik-wasser.de.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:08:13 UTC,2025-03-26 09:08:13 UTC
idp.service.motion.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
inspspc.apps.in.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:35 UTC,2025-09-08 07:17:35 UTC
energyefficiencymovement.events.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
pass.cniib-supplysynergy.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:25 UTC,2025-08-04 14:56:25 UTC
multidatabasesearch.motion.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:55 UTC,2025-09-08 07:17:55 UTC
mybuildings.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:55 UTC,2025-09-08 07:17:55 UTC
amer02.multiscan.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
cse.robotics.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:40 UTC,2025-09-04 06:25:40 UTC
de-s-0116864_3.de.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:40 UTC,2025-09-04 06:25:40 UTC
hvac-smart-solutions.events.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:04 UTC,2025-09-08 07:12:04 UTC
cdn.cuscare.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:14 UTC,2025-03-31 17:15:14 UTC
guides.e-mobility.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:11:59 UTC,2025-09-08 07:11:59 UTC
connect.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
gateway.baldor.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:09 UTC,2025-09-04 06:26:09 UTC
aedxb2zgw0.ae.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
ng.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:57 UTC,2025-09-08 07:17:57 UTC
cobotlaunch.robotics.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:38 UTC,2025-09-04 06:25:38 UTC
new.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:56 UTC,2025-09-08 07:17:56 UTC
origin-5s2zmc8i7u-mapptst.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:25 UTC,2025-08-04 14:56:25 UTC
chargers.accept.evcharging.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
cloudapps01.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
ep-sales.us.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
origin-6hkj6izgqx-drivehelp.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:25 UTC,2025-08-04 14:56:25 UTC
be.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
apim.cn.mybuildings.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:08:13 UTC,2025-03-26 09:08:13 UTC
app-control.mybuildings.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:08:13 UTC,2025-03-26 09:08:13 UTC
industrialsolutions.me.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:06 UTC,2025-09-08 07:12:06 UTC
cl.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
knowledge.motion.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:37 UTC,2025-09-08 07:17:37 UTC
insideplus.playground.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:35 UTC,2025-09-08 07:17:35 UTC
emergency-lighting-configurator.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
ccrp-light.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
esop.iec.motors.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
aia.pki.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
apimanagement.motion.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:08:13 UTC,2025-03-26 09:08:13 UTC
isservice.cn.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:36 UTC,2025-09-08 07:17:36 UTC
cloudapps02.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:14 UTC,2025-03-31 17:15:14 UTC
oversea.qe.genix.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:28 UTC,2025-09-08 07:18:28 UTC
*.pl.abb.com,WILDCARD,,false,true,,,,critical,,2023-11-29 07:29:12 UTC,2025-03-26 09:05:41 UTC
padis3.us.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:29 UTC,2025-09-08 07:18:29 UTC
http://www.gateway.baldor.abb.com,URL,,false,true,,,,critical,,2025-09-22 07:43:20 UTC,2025-09-22 07:43:20 UTC
projectspace.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:30 UTC,2025-09-08 07:18:30 UTC
om.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:58 UTC,2025-09-08 07:17:58 UTC
antriebstechnik-kommunikation.de.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:08:13 UTC,2025-03-26 09:08:13 UTC
api-iot-ci01.abilityplatform02.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:13 UTC,2025-03-31 17:15:13 UTC
collab-edge.be.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
ebiz.in.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:41 UTC,2025-09-04 06:25:41 UTC
cnppsm.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:15 UTC,2025-03-31 17:15:15 UTC
cp.pki.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
cn-sftp.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:14 UTC,2025-03-31 17:15:14 UTC
erp.amr.robotics.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
industrialsolutions.hu.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
co.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:38 UTC,2025-09-04 06:25:38 UTC
marketlink.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:38 UTC,2025-09-08 07:17:38 UTC
machsense.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:38 UTC,2025-09-08 07:17:38 UTC
es.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
ilcae-zgw2.il.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:04 UTC,2025-09-08 07:12:04 UTC
https://pdc.abb.com/,URL,,false,true,,,,critical,,2026-03-10 08:37:29 UTC,2026-03-10 08:37:29 UTC
industrialsolutions.se.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:06 UTC,2025-09-08 07:12:06 UTC
powershop.elis.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:29 UTC,2025-09-08 07:18:29 UTC
*.abb.ca,WILDCARD,,false,true,,,,critical,,2023-11-29 07:35:38 UTC,2025-08-18 07:15:39 UTC
management.buildinglicense.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:38 UTC,2025-09-08 07:17:38 UTC
jlf.cniib-supplysynergy.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
publish.library.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:30 UTC,2025-09-08 07:18:30 UTC
mobile.motionupskill.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:39 UTC,2025-09-08 07:17:39 UTC
idp.is.motion.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
iticket.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:36 UTC,2025-09-08 07:17:36 UTC
cndmx-pm.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:15 UTC,2025-03-31 17:15:15 UTC
ftp1.de.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:09 UTC,2025-09-04 06:26:09 UTC
preview-analytics.factory-tour-stotz-kontakt.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:30 UTC,2025-09-08 07:18:30 UTC
arcadia.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:12 UTC,2025-03-31 17:15:12 UTC
elektrifikacijos-produktai.lt.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
performance-optimization.hoist.ability.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:29 UTC,2025-09-08 07:18:29 UTC
origin-w9qmurftgl-stg.condition-monitoring.mining.ability.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:28 UTC,2025-09-08 07:18:28 UTC
de-s-0049971.de.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:40 UTC,2025-09-04 06:25:40 UTC
learningplatform.it.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:37 UTC,2025-09-08 07:17:37 UTC
performance-optimization.ventilation.ability.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:29 UTC,2025-09-08 07:18:29 UTC
ma.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:38 UTC,2025-09-08 07:17:38 UTC
de.easyproweb.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:40 UTC,2025-09-04 06:25:40 UTC
ordertracker.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:58 UTC,2025-09-08 07:17:58 UTC
industrialsolutions.be.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
automatica.events.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:01 UTC,2025-08-04 14:58:01 UTC
ra-workitem.cloudintegration.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:31 UTC,2025-09-08 07:18:31 UTC
maschinenbau.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:38 UTC,2025-09-08 07:17:38 UTC
partnerhub.connect.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:29 UTC,2025-09-08 07:18:29 UTC
help.plc.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:03 UTC,2025-09-08 07:12:03 UTC
industrialsolutions.chfr.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
el-support.nl.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
es.shop.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
discoverreceiver.baldor.abb.com,URL,,false,true,,,,critical,,2025-09-18 07:06:33 UTC,2025-09-18 07:06:33 UTC
ilhfa-zgw1.il.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:04 UTC,2025-09-08 07:12:04 UTC
cdn.is.motion.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:14 UTC,2025-03-31 17:15:14 UTC
data.electricalsystems.myremotecare.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:15 UTC,2025-03-31 17:15:15 UTC
businesscard.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
office.installation-partner.wallbox.evcharging.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:57 UTC,2025-09-08 07:17:57 UTC
ep-sales.ca.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
*.abb.ch,WILDCARD,,false,true,,,,critical,,2023-11-29 07:35:55 UTC,2025-07-14 07:25:19 UTC
edi.drives.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:16 UTC,2025-03-31 17:15:16 UTC
businessapps.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
mycontrolsystem.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:55 UTC,2025-09-08 07:17:55 UTC
em.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
al.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
origin-jv4dkyrym6-myvaccine.us.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:58 UTC,2025-09-08 07:17:58 UTC
powertrain.smartsensor.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:29 UTC,2025-08-04 14:56:29 UTC
accessmanagement.motion.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
genix-qe-t6.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:11:57 UTC,2025-09-08 07:11:57 UTC
comm.remotemonitoring.drives.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
lb.cloudintegration.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:37 UTC,2025-09-08 07:17:37 UTC
api-ci02.abilityplatform01.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:13 UTC,2025-03-31 17:15:13 UTC
electrification.us.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
molmprojectexecution.cn.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:54 UTC,2025-09-08 07:17:54 UTC
learnconnectgrowday.events.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:37 UTC,2025-09-08 07:17:37 UTC
industrialsolutions.la.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
naveopro.emergencylighting.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:56 UTC,2025-09-08 07:17:56 UTC
